Posição;Codigo_IBGE;Municipio;Unidade federativa;Estado;Populacao
520º;2706703;Penedo; Alagoas;AL;64005
521º;2909802;Cruz das Almas; Bahia;BA;63923
522º;2101707;Barreirinhas; Maranhão;MA;63891
523º;5107040;Primavera do Leste; Mato Grosso;MT;63876
524º;1505809;Portel; Pará;PA;63831
525º;2208403;Piripiri; Piauí;PI;63829
526º;2609402;Moreno; Pernambuco;PE;63792
527º;2610004;Palmares; Pernambuco;PE;63745
528º;2300200;Acaraú; Ceará;CE;63556
529º;3505906;Batatais; São Paulo;SP;63438
530º;1503309;Igarapé-Miri; Pará;PA;63367
531º;3507001;Boituva; São Paulo;SP;63310
532º;2503704;Cajazeiras; Paraíba;PB;62576
533º;4304705;Carazinho; Rio Grande do Sul;RS;62413
534º;2708600;São Miguel dos Campos; Alagoas;AL;62328
535º;1508126;Ulianópolis; Pará;PA;62286
536º;3301850;Guapimirim; Rio de Janeiro;RJ;62225
537º;4318309;São Gabriel; Rio Grande do Sul;RS;62187
538º;1508308;Viseu; Pará;PA;62093
539º;2314102;Viçosa do Ceará; Ceará;CE;61916
540º;3140001;Mariana; Minas Gerais;MG;61830
541º;3533403;Nova Odessa; São Paulo;SP;61716
542º;3531803;Monte Mor; São Paulo;SP;61707
543º;5101803;Barra do Garças; Mato Grosso;MT;61702
544º;2301901;Barbalha; Ceará;CE;61662
545º;2308708;Morada Nova; Ceará;CE;61590
546º;2612208;Salgueiro; Pernambuco;PE;61561
547º;4110706;Irati; Paraná;PR;61439
548º;5206206;Cristalina; Goiás;GO;61385
549º;1502939;Dom Eliseu; Pará;PA;61206
550º;3519600;Ibitinga; São Paulo;SP;61150
551º;2910701;Euclides da Cunha; Bahia;BA;61112
552º;2601904;Bezerros; Pernambuco;PE;60960
553º;3304300;Rio Bonito; Rio de Janeiro;RJ;60930
554º;5007901;Sidrolândia; Mato Grosso do Sul;MS;60792
555º;3530300;Mirassol; São Paulo;SP;60768
556º;2613008;São Bento do Una; Pernambuco;PE;60567
557º;1503804;Jacundá; Pará;PA;60517
558º;3127107;Frutal; Minas Gerais;MG;60508
559º;1507607;São Miguel do Guamá; Pará;PA;60268
560º;2307601;Limoeiro do Norte; Ceará;CE;60232
561º;2928604;Santo Amaro; Bahia;BA;60190
562º;2203909;Floriano; Piauí;PI;60111
563º;3152105;Ponte Nova; Minas Gerais;MG;60003
564º;1503903;Juruti; Pará;PA;59961
565º;2112506;Tutóia; Maranhão;MA;59927
566º;3524709;Jaguariúna; São Paulo;SP;59921
567º;4318002;São Borja; Rio Grande do Sul;RS;59768
568º;3300803;Cachoeiras de Macacu; Rio de Janeiro;RJ;59652
569º;4306106;Cruz Alta; Rio Grande do Sul;RS;59561
570º;2602803;Buíque; Pernambuco;PE;59448
571º;4314050;Parobé; Rio Grande do Sul;RS;59419
572º;2506301;Guarabira; Paraíba;PB;59389
573º;2914000;Ipirá; Bahia;BA;59281
574º;2313302;Tauá; Ceará;CE;59259
575º;1304203;Tefé; Amazonas;AM;59250
576º;2400208;Assu; Rio Grande do Norte;RN;58743
577º;3531100;Mongaguá; São Paulo;SP;58567
578º;3546801;Santa Isabel; São Paulo;SP;58529
579º;4128203;União da Vitória; Paraná;PR;58298
580º;1504802;Monte Alegre; Pará;PA;58289
581º;4207007;Içara; Santa Catarina;SC;58055
582º;2701407;Campo Alegre; Alagoas;AL;57997
583º;2112704;Vargem Grande; Maranhão;MA;57813
584º;4321204;Taquara; Rio Grande do Sul;RS;57740
585º;2702306;Coruripe; Alagoas;AL;57647
586º;3553708;Taquaritinga; São Paulo;SP;57547
587º;1302702;Manicoré; Amazonas;AM;57405
588º;1500404;Alenquer; Pará;PA;57390
589º;2610608;Paudalho; Pernambuco;PE;57346
590º;3502101;Andradina; São Paulo;SP;57245
591º;1301704;Humaitá; Amazonas;AM;57195
592º;3169406;Três Pontas; Minas Gerais;MG;57127
593º;3510401;Capivari; São Paulo;SP;56973
594º;3540705;Porto Ferreira; São Paulo;SP;56848
595º;3151206;Pirapora; Minas Gerais;MG;56845
596º;4210100;Mafra; Santa Catarina;SC;56825
597º;2313500;Trairi; Ceará;CE;56653
598º;3161106;São Francisco; Minas Gerais;MG;56625
599º;5005707;Naviraí; Mato Grosso do Sul;MS;56484
600º;3542602;Registro; São Paulo;SP;56463
601º;4304507;Canguçu; Rio Grande do Sul;RS;56370
602º;3503802;Artur Nogueira; São Paulo;SP;56247
603º;2608909;Limoeiro; Pernambuco;PE;56149
604º;5006200;Nova Andradina; Mato Grosso do Sul;MS;56057
605º;3118007;Congonhas; Minas Gerais;MG;55836
606º;1100288;Rolim de Moura; Rondônia;RO;55748
607º;1500206;Acará; Pará;PA;55744
608º;3537800;Piedade; São Paulo;SP;55731
609º;4109807;Ibiporã; Paraná;PR;55688
610º;3533908;Olímpia; São Paulo;SP;55477
611º;3549706;São José do Rio Pardo; São Paulo;SP;55298
612º;2907509;Catu; Bahia;BA;55222
613º;2304707;Granja; Ceará;CE;55170
614º;2304285;Eusébio; Ceará;CE;55035
615º;4304630;Capão da Canoa; Rio Grande do Sul;RS;55009
616º;2917607;Jaguaquara; Bahia;BA;54913
617º;2902104;Araci; Bahia;BA;54903
618º;4216206;São Francisco do Sul; Santa Catarina;SC;54751
619º;2300309;Acopiara; Ceará;CE;54687
620º;2302404;Boa Viagem; Ceará;CE;54680
621º;1508209;Vigia; Pará;PA;54650
622º;4203808;Canoinhas; Santa Catarina;SC;54558
623º;1502301;Capitão Poço; Pará;PA;54545
624º;3111200;Campo Belo; Minas Gerais;MG;54338
625º;2302206;Beberibe; Ceará;CE;54315
626º;3556453;Vargem Grande Paulista; São Paulo;SP;54315
627º;2902708;Barra; Bahia;BA;54225
628º;4219309;Videira; Santa Catarina;SC;54145
629º;2926608;Ribeira do Pombal; Bahia;BA;54097
630º;4114609;Marechal Cândido Rondon; Paraná;PR;54031
631º;3540606;Porto Feliz; São Paulo;SP;53698
632º;2928802;Santo Estêvão; Bahia;BA;53666
633º;5210000;Inhumas; Goiás;GO;53655
634º;1718204;Porto Nacional; Tocantins;TO;53618
635º;4321600;Tramandaí; Rio Grande do Sul;RS;53507
636º;2306306;Itapajé; Ceará;CE;53448
637º;1503705;Itupiranga; Pará;PA;53439
638º;1506187;Rondon do Pará; Pará;PA;53242
639º;3137205;Lagoa da Prata; Minas Gerais;MG;53236
640º;3303609;Paracambi; Rio de Janeiro;RJ;53093
641º;3131901;Itabirito; Minas Gerais;MG;52996
642º;2515302;Sapé; Paraíba;PB;52977
643º;2807402;Tobias Barreto; Sergipe;SE;52861
644º;2112803;Viana; Maranhão;MA;52852
645º;2704708;Marechal Deodoro; Alagoas;AL;52848
646º;4120606;Prudentópolis; Paraná;PR;52776
647º;3549409;São Joaquim da Barra; São Paulo;SP;52737
648º;3509700;Campos do Jordão; São Paulo;SP;52713
649º;3138401;Leopoldina; Minas Gerais;MG;52690
650º;2615300;Timbaúba; Pernambuco;PE;52587
651º;1716109;Paraíso do Tocantins; Tocantins;TO;52521
652º;4117602;Palmas; Paraná;PR;52503
653º;2702405;Delmiro Gouveia; Alagoas;AL;52501
654º;1505106;Óbidos; Pará;PA;52473
655º;1506195;Rurópolis; Pará;PA;52473
656º;1600279;Laranjal do Jari; Amapá;AP;52302
657º;4219507;Xanxerê; Santa Catarina;SC;52290
658º;3128709;Guaxupé; Minas Gerais;MG;52234
659º;2114007;Zé Doca; Maranhão;MA;52190
660º;5211800;Jaraguá; Goiás;GO;52160
661º;5100250;Alta Floresta; Mato Grosso;MT;52105
662º;3544103;Rio Grande da Serra; São Paulo;SP;52009
663º;3540200;Pontal; São Paulo;SP;51717
664º;2602605;Brejo da Madre de Deus; Pernambuco;PE;51696
665º;1100114;Jaru; Rondônia;RO;51469
666º;3107406;Bom Despacho; Minas Gerais;MG;51436
667º;5218508;Quirinópolis; Goiás;GO;51323
668º;4307609;Estância Velha; Rio Grande do Sul;RS;51292
669º;2905206;Caetité; Bahia;BA;51184
670º;3508405;Cabreúva; São Paulo;SP;51130
671º;3531308;Monte Alto; São Paulo;SP;51039
672º;3527306;Louveira; São Paulo;SP;51007
673º;2105708;Lago da Pedra; Maranhão;MA;50959
674º;2931905;Tucano; Bahia;BA;50903
675º;3523206;Itararé; São Paulo;SP;50778
676º;3203908;Nova Venécia; Espírito Santo;ES;50751
677º;3511508;Cerquilho; São Paulo;SP;50631
678º;3107307;Bocaiúva; Minas Gerais;MG;50521
679º;2919801;Macaúbas; Bahia;BA;50481
680º;2302503;Brejo Santo; Ceará;CE;50195
681º;2103406;Coelho Neto; Maranhão;MA;49804
682º;1301852;Iranduba; Amazonas;AM;49718
683º;1501204;Baião; Pará;PA;49454
684º;2312403;São Gonçalo do Amarante; Ceará;CE;49306
685º;4317400;Santiago; Rio Grande do Sul;RS;49298
686º;3524808;Jales; São Paulo;SP;49291
687º;2921500;Monte Santo; Bahia;BA;49145
688º;1505486;Pacajá; Pará;PA;49110
689º;3537107;Pedreira; São Paulo;SP;48992
690º;2602100;Bom Conselho; Pernambuco;PE;48975
691º;5005400;Maracaju; Mato Grosso do Sul;MS;48944
692º;4113205;Lapa; Paraná;PR;48651
693º;2308104;Mauriti; Ceará;CE;48370
694º;2312304;São Benedito; Ceará;CE;48354
695º;2109106;Presidente Dutra; Maranhão;MA;48264
696º;3554805;Tremembé; São Paulo;SP;48228
697º;5106224;Nova Mutum; Mato Grosso;MT;48222
698º;3546405;Santa Cruz do Rio Pardo; São Paulo;SP;48207
699º;5001102;Aquidauana; Mato Grosso do Sul;MS;48184
700º;1502707;Conceição do Araguaia; Pará;PA;48115
701º;3143104;Monte Carmelo; Minas Gerais;MG;48049
702º;3136306;João Pinheiro; Minas Gerais;MG;47990
703º;3121605;Diamantina; Minas Gerais;MG;47924
704º;2708006;Santana do Ipanema; Alagoas;AL;47910
705º;4106407;Cornélio Procópio; Paraná;PR;47840
706º;2611804;Ribeirão; Pernambuco;PE;47813
707º;3528403;Mairinque; São Paulo;SP;47723
708º;1302405;Lábrea; Amazonas;AM;47685
709º;2921005;Mata de São João; Bahia;BA;47643
710º;2700409;Atalaia; Alagoas;AL;47540
711º;3536703;Pederneiras; São Paulo;SP;47523
712º;2201200;Barras; Piauí;PI;47298
713º;3514403;Dracena; São Paulo;SP;47287
714º;1200500;Sena Madureira; Acre;AC;47168
715º;4125605;São Mateus do Sul; Paraná;PR;47137
716º;3510203;Capão Bonito; São Paulo;SP;47098
717º;2100907;Araioses; Maranhão;MA;47095
718º;2615409;Toritama; Pernambuco;PE;47088
719º;5214606;Niquelândia; Goiás;GO;47064
720º;1303809;São Gabriel da Cachoeira; Amazonas;AM;47031
721º;5213806;Morrinhos; Goiás;GO;46955
722º;2202208;Campo Maior; Piauí;PI;46950
723º;4115804;Medianeira; Paraná;PR;46940
724º;1500909;Augusto Corrêa; Pará;PA;46937
725º;1100106;Guajará-Mirim; Rondônia;RO;46930
726º;2925105;Poções; Bahia;BA;46885
727º;2614204;Sirinhaém; Pernambuco;PE;46845
728º;4313508;Osório; Rio Grande do Sul;RS;46815
729º;4206504;Guaramirim; Santa Catarina;SC;46757
730º;2933604;Xique-Xique; Bahia;BA;46562
731º;3163706;São Lourenço; Minas Gerais;MG;46539
732º;4124103;Santo Antônio da Platina; Paraná;PR;46503
733º;4209409;Laguna; Santa Catarina;SC;46424
734º;2919504;Livramento de Nossa Senhora; Bahia;BA;46372
735º;3160702;Santos Dumont; Minas Gerais;MG;46357
736º;3545308;Salto de Pirapora; São Paulo;SP;46285
737º;5208806;Goianira; Goiás;GO;46278
738º;3535507;Paraguaçu Paulista; São Paulo;SP;46180
739º;3551504;Serrana; São Paulo;SP;46166
740º;5106752;Pontes e Lacerda; Mato Grosso;MT;46105
741º;2110500;São Bento; Maranhão;MA;45989
742º;2913903;Ipiaú; Bahia;BA;45969
743º;4304408;Canela; Rio Grande do Sul;RS;45957
744º;3302601;Mangaratiba; Rio de Janeiro;RJ;45941
745º;5218003;Porangatu; Goiás;GO;45866
746º;3301306;Casimiro de Abreu; Rio de Janeiro;RJ;45864
747º;4207304;Imbituba; Santa Catarina;SC;45711
748º;4218202;Timbó; Santa Catarina;SC;45703
749º;3525102;Jardinópolis; São Paulo;SP;45544
750º;4311809;Marau; Rio Grande do Sul;RS;45523
751º;1508407;Xinguara; Pará;PA;45416
752º;1508159;Uruará; Pará;PA;45395
753º;2508901;Mamanguape; Paraíba;PB;45385
754º;3110004;Caeté; Minas Gerais;MG;45364
755º;3200904;Barra de São Francisco; Espírito Santo;ES;45301
756º;2403103;Currais Novos; Rio Grande do Norte;RN;45022
757º;2920601;Maragogipe; Bahia;BA;44902
758º;1300607;Benjamin Constant; Amazonas;AM;44873
759º;3303708;Paraíba do Sul; Rio de Janeiro;RJ;44741
760º;3534302;Orlândia; São Paulo;SP;44682
761º;2211100;União; Piauí;PI;44649
762º;3515186;Espírito Santo do Pinhal; São Paulo;SP;44607
763º;4313904;Panambi; Rio Grande do Sul;RS;44583
764º;3541307;Presidente Epitácio; São Paulo;SP;44572
765º;2709152;Teotônio Vilela; Alagoas;AL;44570
766º;2412203;São José de Mipibu; Rio Grande do Norte;RN;44566
767º;3130101;Igarapé; Minas Gerais;MG;44561
768º;2929503;São Sebastião do Passé; Bahia;BA;44554
769º;3516705;Garça; São Paulo;SP;44429
770º;2512507;Queimadas; Paraíba;PB;44388
771º;2929909;Seabra; Bahia;BA;44370
772º;5210406;Itaberaí; Goiás;GO;44329
773º;3159605;Santa Rita do Sapucaí; Minas Gerais;MG;44226
774º;2300754;Amontada; Ceará;CE;44195
775º;2933208;Vera Cruz; Bahia;BA;44185
776º;3303807;Paraty; Rio de Janeiro;RJ;44175
777º;2923001;Nova Viçosa; Bahia;BA;44170
778º;4104006;Campina Grande do Sul; Paraná;PR;44072
779º;5102678;Campo Verde; Mato Grosso;MT;44033
780º;2600500;Águas Belas; Pernambuco;PE;43923
781º;2308500;Mombaça; Ceará;CE;43917
782º;2604205;Catende; Pernambuco;PE;43778
783º;1200609;Tarauacá; Acre;AC;43730
784º;2312205;Santa Quitéria; Ceará;CE;43719
785º;3522703;Itápolis; São Paulo;SP;43536
786º;4318804;São Lourenço do Sul; Rio Grande do Sul;RS;43501
787º;4317608;Santo Antônio da Patrulha; Rio Grande do Sul;RS;43397
788º;3556404;Vargem Grande do Sul; São Paulo;SP;43368
789º;2310506;Pedra Branca; Ceará;CE;43359
790º;3172004;Visconde do Rio Branco; Minas Gerais;MG;43351
791º;2109601;Rosário; Maranhão;MA;43243
792º;2104057;Estreito; Maranhão;MA;43097
793º;3554508;Tietê; São Paulo;SP;42946
794º;2601409;Barreiros; Pernambuco;PE;42866
795º;2109809;Santa Helena; Maranhão;MA;42829
796º;2922003;Mucuri; Bahia;BA;42729
797º;3304706;Santo Antônio de Pádua; Rio de Janeiro;RJ;42705
798º;4215000;Rio Negrinho; Santa Catarina;SC;42684
799º;3139003;Machado; Minas Gerais;MG;42682
800º;2306553;Itarema; Ceará;CE;42595
801º;4306767;Eldorado do Sul; Rio Grande do Sul;RS;42490
802º;1505908;Porto de Moz; Pará;PA;42456
803º;5006309;Paranaíba; Mato Grosso do Sul;MS;42401
804º;2803005;Itabaianinha; Sergipe;SE;42399
805º;3101706;Almenara; Minas Gerais;MG;42380
806º;1300805;Borba; Amazonas;AM;42328
807º;2612604;Santa Maria da Boa Vista; Pernambuco;PE;42266
808º;3524105;Ituverava; São Paulo;SP;42259
809º;4117503;Paiçandu; Paraná;PR;42251
810º;2112308;Tuntum; Maranhão;MA;42242
811º;3304755;São Francisco de Itabapoana; Rio de Janeiro;RJ;42214
812º;2305803;Ipu; Ceará;CE;42148
813º;2100600;Amarante do Maranhão; Maranhão;MA;42017
814º;2910503;Entre Rios; Bahia;BA;42014
815º;2102002;Bom Jardim; Maranhão;MA;42010
816º;3145604;Oliveira; Minas Gerais;MG;41987
817º;3157005;Salinas; Minas Gerais;MG;41864
818º;3533502;Novo Horizonte; São Paulo;SP;41765
819º;2111508;São Mateus do Maranhão; Maranhão;MA;41750
820º;1100130;Machadinho d'Oeste; Rondônia;RO;41724
821º;4305355;Charqueadas; Rio Grande do Sul;RS;41705
822º;3102605;Andradas; Minas Gerais;MG;41704
823º;3552106;Socorro; São Paulo;SP;41690
824º;1503093;Goianésia do Pará; Pará;PA;41678
825º;3204559;Santa Maria de Jetibá; Espírito Santo;ES;41588
826º;2702900;Girau do Ponciano; Alagoas;AL;41549
827º;3501707;Américo Brasiliense; São Paulo;SP;41545
828º;1504901;Muaná; Pará;PA;41454
829º;2103505;Colinas; Maranhão;MA;41443
830º;4107207;Dois Vizinhos; Paraná;PR;41424
831º;2926004;Remanso; Bahia;BA;41324
832º;3550100;São Manuel; São Paulo;SP;41287
833º;3517406;Guaíra; São Paulo;SP;41283
834º;2930204;Sento Sé; Bahia;BA;41279
835º;4217204;São Miguel do Oeste; Santa Catarina;SC;41246
836º;3541604;Promissão; São Paulo;SP;41211
837º;2927002;Rio Real; Bahia;BA;41209
838º;3109006;Brumadinho; Minas Gerais;MG;41208
839º;5105150;Juína; Mato Grosso;MT;41190
840º;1506203;Salinópolis; Pará;PA;41164
841º;5221601;Uruaçu; Goiás;GO;41150
842º;5103254;Colniza; Mato Grosso;MT;41117
843º;1502905;Curuçá; Pará;PA;41093
844º;2314003;Várzea Alegre; Ceará;CE;41078
845º;1100452;Buritis; Rondônia;RO;41043
846º;1300300;Autazes; Amazonas;AM;41005
847º;2305001;Guaraciaba do Norte; Ceará;CE;40921
848º;4201307;Araquari; Santa Catarina;SC;40890
849º;2608800;Lajedo; Pernambuco;PE;40883
850º;3518602;Guariba; São Paulo;SP;40857
851º;1303908;São Paulo de Olivença; Amazonas;AM;40837
852º;2918100;Jeremoabo; Bahia;BA;40832
853º;2807105;Simão Dias; Sergipe;SE;40724
854º;2913705;Inhambupe; Bahia;BA;40720
855º;2200400;Altos; Piauí;PI;40681
856º;2929206;São Francisco do Conde; Bahia;BA;40664
857º;1508084;Tucumã; Pará;PA;40661
858º;3104205;Arcos; Minas Gerais;MG;40658
859º;3144300;Nanuque; Minas Gerais;MG;40583
860º;3539509;Pitangueiras; São Paulo;SP;40430
861º;2925204;Pojuca; Bahia;BA;40401
862º;3107109;Boa Esperança; Minas Gerais;MG;40308
863º;2411205;Santa Cruz; Rio Grande do Norte;RN;40295
864º;5000609;Amambai; Mato Grosso do Sul;MS;40247
865º;3145901;Ouro Branco; Minas Gerais;MG;40220
866º;3134400;Iturama; Minas Gerais;MG;40101
867º;3170800;Várzea da Palma; Minas Gerais;MG;40101
868º;2602209;Bom Jardim; Pernambuco;PE;40038
869º;4204806;Curitibanos; Santa Catarina;SC;40037
870º;2203701;Esperantina; Piauí;PI;39953
871º;1500305;Afuá; Pará;PA;39910
872º;4218004;Tijucas; Santa Catarina;SC;39889
873º;3135050;Jaíba; Minas Gerais;MG;39850
874º;4216305;São João Batista; Santa Catarina;SC;39719
875º;2928109;Santa Maria da Vitória; Bahia;BA;39707
876º;3541505;Presidente Venceslau; São Paulo;SP;39648
877º;2205508;José de Freitas; Piauí;PI;39457
878º;4321501;Torres; Rio Grande do Sul;RS;39381
879º;2308005;Massapê; Ceará;CE;39341
880º;4111803;Jacarezinho; Paraná;PR;39268
881º;3203320;Marataízes; Espírito Santo;ES;39259
882º;1503200;Igarapé-Açu; Pará;PA;39234
883º;4316402;Rosário do Sul; Rio Grande do Sul;RS;39210
884º;2108207;Pedreiras; Maranhão;MA;39153
885º;1502152;Canaã dos Carajás; Pará;PA;39103
886º;3204708;São Gabriel da Palha; Espírito Santo;ES;39085
887º;2108306;Penalva; Maranhão;MA;38987
888º;5219308;Santa Helena de Goiás; Goiás;GO;38962
889º;5007208;Rio Brilhante; Mato Grosso do Sul;MS;38844
890º;1301100;Careiro; Amazonas;AM;38820
891º;2207900;Pedro II; Piauí;PI;38812
892º;3521002;Iperó; São Paulo;SP;38771
893º;3304805;São Fidélis; Rio de Janeiro;RJ;38749
894º;2110203;Santa Rita; Maranhão;MA;38732
895º;1303106;Nova Olinda do Norte; Amazonas;AM;38665
896º;2306256;Itaitinga; Ceará;CE;38661
897º;2602001;Bodocó; Pernambuco;PE;38605
898º;3141108;Matozinhos; Minas Gerais;MG;38469
899º;2600708;Aliança; Pernambuco;PE;38408
900º;3112307;Capelinha; Minas Gerais;MG;38321
901º;2929305;São Gonçalo dos Campos; Bahia;BA;38315
902º;4315701;Rio Pardo; Rio Grande do Sul;RS;38257
903º;4306601;Dom Pedrito; Rio Grande do Sul;RS;38222
904º;2602308;Bonito; Pernambuco;PE;38101
905º;1303536;Presidente Figueiredo; Amazonas;AM;38095
906º;4314803;Portão; Rio Grande do Sul;RS;38081
907º;2305902;Ipueiras; Ceará;CE;38064
908º;2310704;Pentecoste; Ceará;CE;38045
909º;4109609;Guaratuba; Paraná;PR;37974
910º;3201407;Castelo; Espírito Santo;ES;37956
911º;5218300;Posse; Goiás;GO;37924
912º;2910602;Esplanada; Bahia;BA;37902
913º;3152204;Porteirinha; Minas Gerais;MG;37823
914º;4310108;Igrejinha; Rio Grande do Sul;RS;37754
915º;2804508;Nossa Senhora da Glória; Sergipe;SE;37715
916º;3525706;José Bonifácio; São Paulo;SP;37707
917º;2928000;Santaluz; Bahia;BA;37704
918º;3125101;Extrema; Minas Gerais;MG;37649
919º;2605103;Custódia; Pernambuco;PE;37633
920º;2901007;Amargosa; Bahia;BA;37631
